Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
10900,0,-0.035755,-0.151454,-1.799267,225.033417,-597.544983,176.886719
10901,0,-0.036125,-0.150193,-1.799386,225.427795,-597.700378,176.880829
10902,0,-0.036267,-0.149591,-1.79939,225.783249,-597.839783,176.900513
10903,0,-0.03691,-0.149238,-1.799441,226.117859,-597.911499,176.930145
10904,0,-0.038323,-0.148893,-1.79975,226.429611,-597.961548,176.946167
10905,0,-0.039692,-0.147597,-1.800474,226.779968,-598.055542,176.982101
10906,0,-0.040715,-0.147043,-1.801175,227.104156,-598.174988,176.984131
10907,0,-0.041171,-0.146005,-1.801559,227.421738,-598.284302,176.984619
10908,0,-0.042209,-0.146632,-1.802267,227.719864,-598.314026,177.022598
10909,0,-0.042971,-0.147507,-1.802845,227.992432,-598.364014,177.043152
10910,0,-0.042909,-0.148148,-1.803376,228.277969,-598.439575,177.070633
10911,0,-0.036488,-0.150051,-1.799394,228.548523,-598.430725,177.199951
10912,0,-0.036182,-0.151127,-1.798892,228.816345,-598.524292,177.217804
10913,0,-0.041993,-0.149936,-1.804554,229.004013,-598.681641,177.109024
10914,0,-0.04211,-0.151785,-1.804358,229.20668,-598.718445,177.123291
10915,0,-0.041053,-0.15272,-1.804559,229.403137,-598.790039,177.128555
10916,0,-0.040657,-0.153407,-1.804178,229.603165,-598.877075,177.116623
10917,0,-0.039138,-0.155058,-1.804359,229.766861,-598.927002,177.125427
10918,0,-0.038201,-0.156763,-1.803936,229.937393,-598.973999,177.142044
10919,0,-0.037569,-0.158893,-1.80331,230.111908,-599.026428,177.134079
10920,0,-0.036799,-0.160261,-1.802604,230.277939,-599.127014,177.111786
10921,0,-0.035286,-0.161339,-1.802678,230.410843,-599.222107,177.118103
10922,0,-0.033845,-0.163292,-1.8019,230.521973,-599.307312,177.12648
10923,0,-0.032525,-0.165474,-1.801621,230.65181,-599.348328,177.133667
10924,0,-0.031632,-0.166997,-1.801505,230.785309,-599.379028,177.131927
10925,0,-0.030633,-0.168126,-1.801011,230.941681,-599.473694,177.124603
10926,0,-0.020448,-0.153276,-1.822287,230.614883,-599.463074,176.749557
10927,0,-0.019776,-0.154127,-1.821757,230.768326,-599.540649,176.754944
10928,0,-0.028002,-0.170794,-1.799839,231.397125,-599.707458,177.102722
10929,0,-0.026927,-0.172236,-1.79994,231.555862,-599.762939,177.097305
10930,0,-0.025095,-0.173501,-1.800377,231.720825,-599.831665,177.13002
10931,0,-0.015648,-0.158309,-1.821849,231.474319,-599.785889,176.772003
10932,0,-0.024932,-0.173973,-1.800173,232.222626,-599.957947,177.117554
10933,0,-0.023969,-0.174312,-1.8008,232.460495,-600.037781,177.135849
10934,0,-0.022269,-0.175706,-1.800894,232.691315,-600.126465,177.163208
10935,0,-0.021849,-0.175634,-1.801445,232.920135,-600.191772,177.171204
10936,0,-0.02217,-0.176588,-1.801362,233.18779,-600.234924,177.193329
10937,0,-0.022108,-0.176723,-1.801258,233.485962,-600.31189,177.202728
10938,0,-0.022128,-0.175603,-1.801139,233.786057,-600.417786,177.199951
10939,0,-0.022205,-0.174787,-1.80077,234.095535,-600.532776,177.202545
10940,0,-0.021914,-0.174367,-1.801131,234.429611,-600.61438,177.209259
10941,0,-0.023128,-0.173958,-1.80096,234.75322,-600.680847,177.230042
10942,0,-0.023633,-0.172733,-1.801572,235.079941,-600.767395,177.243744
10943,0,-0.023653,-0.17132,-1.8019,235.406235,-600.912842,177.261475
10944,0,-0.023565,-0.170366,-1.801941,235.782288,-601.055176,177.274734
10945,0,-0.024833,-0.168206,-1.802536,236.159866,-601.17041,177.272858
10946,0,-0.025662,-0.167492,-1.80179,236.503433,-601.254456,177.266464
10947,0,-0.026356,-0.166745,-1.801805,236.832306,-601.348877,177.259689
10948,0,-0.026736,-0.164626,-1.801713,237.154129,-601.489929,177.252548
10949,0,-0.026967,-0.163841,-1.80133,237.493057,-601.624573,177.242035
10950,0,-0.027451,-0.162006,-1.801654,237.844025,-601.740356,177.228607
10951,0,-0.02822,-0.161504,-1.801231,238.195129,-601.856445,177.214554
10952,0,-0.028825,-0.159804,-1.801571,238.514618,-601.962036,177.195648
10953,0,-0.029425,-0.159095,-1.801139,238.858551,-602.072937,177.204407
10954,0,-0.030239,-0.157378,-1.801858,239.169693,-602.191833,177.166656
10955,0,-0.030676,-0.156584,-1.801171,239.446747,-602.308105,177.131073
10956,0,-0.03051,-0.156462,-1.801362,239.719498,-602.380249,177.125977
10957,0,-0.030847,-0.156494,-1.801096,240.015579,-602.429688,177.099045
10958,0,-0.045242,-0.173998,-1.772262,240.702423,-602.813965,177.334915
10959,0,-0.03143,-0.156549,-1.801377,240.593033,-602.590393,177.036697
10960,0,-0.031846,-0.156523,-1.80143,240.870712,-602.661499,177.014923
10961,0,-0.032518,-0.156509,-1.801352,241.1371,-602.703918,176.988632
10962,0,-0.033001,-0.157035,-1.80238,241.376053,-602.720886,176.974442
10963,0,-0.032933,-0.156836,-1.80199,241.607574,-602.752136,176.952301
10964,0,-0.033575,-0.1571,-1.801881,241.863342,-602.775208,176.946533
10965,0,-0.034166,-0.15734,-1.801521,242.128021,-602.776184,176.9534
10966,0,-0.034003,-0.157789,-1.801874,242.351669,-602.787476,176.955963
10967,0,-0.033311,-0.158539,-1.802293,242.560547,-602.78186,176.956741
10968,0,-0.03352,-0.15973,-1.802203,242.778214,-602.780273,176.9664
10969,0,-0.032705,-0.160777,-1.802612,242.97937,-602.785889,176.987274
10970,0,-0.031915,-0.162693,-1.802011,243.191574,-602.780701,177.013016
10971,0,-0.031363,-0.163358,-1.802529,243.422638,-602.794678,177.018112
10972,0,-0.030574,-0.164818,-1.802825,243.631561,-602.794922,177.041763
10973,0,-0.029703,-0.16628,-1.802601,243.833801,-602.805237,177.073929
10974,0,-0.028862,-0.167698,-1.802955,244.028275,-602.812988,177.101227
10975,0,-0.028091,-0.169153,-1.802809,244.215836,-602.826843,177.121002
10976,0,-0.027516,-0.170539,-1.802776,244.386154,-602.843567,177.159927
10977,0,-0.026732,-0.172329,-1.802288,244.566986,-602.853394,177.199463
10978,0,-0.025923,-0.17374,-1.801932,244.75766,-602.891846,177.22963
10979,0,-0.024167,-0.174485,-1.802281,244.926361,-602.954651,177.25531
10980,0,-0.023191,-0.175861,-1.802134,245.122925,-602.998535,177.283188
10981,0,-0.022582,-0.176291,-1.801801,245.304977,-603.025024,177.305923
10982,0,-0.021639,-0.176962,-1.802627,245.473068,-603.057739,177.330627
10983,0,-0.019993,-0.178314,-1.801881,245.639496,-603.113281,177.34964
10984,0,-0.019766,-0.178645,-1.801828,245.847931,-603.169189,177.360809
10985,0,-0.019418,-0.178637,-1.801341,246.063004,-603.248779,177.372223
10986,0,-0.018041,-0.179068,-1.80208,246.26239,-603.324585,177.368484
10987,0,-0.01724,-0.179888,-1.801802,246.474167,-603.368958,177.372131
10988,0,-0.017667,-0.180084,-1.801577,246.690323,-603.40918,177.379562
10989,0,-0.017193,-0.180592,-1.80153,246.895432,-603.462952,177.378128
10990,0,-0.016434,-0.180975,-1.801065,247.129288,-603.539368,177.378784
10991,0,-0.016019,-0.181323,-1.800084,247.421463,-603.620361,177.36792
10992,0,-0.015751,-0.180336,-1.80024,247.713394,-603.666443,177.363617
10993,0,-0.016012,-0.180153,-1.7995,247.993958,-603.71106,177.350952
10994,0,-0.016092,-0.179622,-1.799366,248.278519,-603.76355,177.318237
10995,0,-0.016029,-0.178972,-1.799604,248.568558,-603.804749,177.294983
10996,0,-0.016307,-0.178156,-1.799446,248.880219,-603.847839,177.27803
10997,0,-0.016246,-0.177245,-1.799638,249.203079,-603.887512,177.252869
10998,0,-0.017139,-0.175653,-1.799958,249.561432,-603.960876,177.226425
10999,0,-0.017127,-0.174472,-1.801255,249.885635,-604.013367,177.205078
11000,0,-0.017829,-0.173748,-1.800642,250.216507,-604.063721,177.198593
11001,0,-0.018766,-0.172774,-1.80135,250.531403,-604.123657,177.166733
11002,0,-0.018926,-0.171181,-1.801776,250.855804,-604.171753,177.161255
11003,0,-0.019905,-0.170331,-1.801342,251.179367,-604.217834,177.153549
11004,0,-0.021244,-0.169615,-1.80169,251.519623,-604.273376,177.137543
11005,0,-0.021281,-0.168607,-1.801481,251.871735,-604.345215,177.124496
11006,0,-0.022654,-0.168216,-1.801462,252.220062,-604.376587,177.112961
11007,0,-0.023045,-0.167665,-1.801701,252.541122,-604.414001,177.090454
11008,0,-0.023647,-0.166426,-1.802291,252.861649,-604.468994,177.089798
11009,0,-0.024237,-0.165546,-1.802415,253.150787,-604.522949,177.091232
11010,0,-0.024926,-0.165101,-1.802051,253.455765,-604.559631,177.113327
11011,0,-0.025752,-0.164047,-1.801681,253.781769,-604.606873,177.133713
11012,0,-0.026018,-0.16282,-1.801418,254.099045,-604.650146,177.132721
11013,0,-0.026494,-0.16281,-1.801398,254.388748,-604.664917,177.151566
11014,0,-0.026449,-0.162875,-1.801103,254.649994,-604.689148,177.166473
11015,0,-0.026445,-0.162683,-1.800933,254.898758,-604.718506,177.174561
11016,0,-0.026223,-0.16336,-1.800314,255.150406,-604.741577,177.200378
11017,0,-0.026523,-0.163246,-1.800434,255.38385,-604.743469,177.210678
11018,0,-0.026696,-0.163667,-1.800591,255.638367,-604.739319,177.212769
11019,0,-0.026349,-0.164331,-1.80046,255.901154,-604.723633,177.220703
11020,0,-0.026394,-0.165186,-1.800466,256.118164,-604.710632,177.221619
11021,0,-0.02606,-0.165897,-1.800663,256.322296,-604.697144,177.23671
11022,0,-0.025092,-0.167035,-1.801073,256.51709,-604.689941,177.240372
11023,0,-0.024542,-0.168,-1.801203,256.707245,-604.676453,177.253281
11024,0,-0.024049,-0.169883,-1.800897,256.919006,-604.640747,177.276642
11025,0,-0.023989,-0.170978,-1.800793,257.134399,-604.612732,177.256256
11026,0,-0.023581,-0.17178,-1.801108,257.319977,-604.602051,177.243927
11027,0,-0.022366,-0.17298,-1.801745,257.493774,-604.58374,177.245697
11028,0,-0.021624,-0.173789,-1.801743,257.654877,-604.566406,177.248703
11029,0,-0.020374,-0.175643,-1.801262,257.816559,-604.553528,177.227676
11030,0,-0.019964,-0.176442,-1.801551,257.996765,-604.516174,177.224304
11031,0,-0.019249,-0.17834,-1.80144,258.198151,-604.471069,177.221405
11032,0,-0.018799,-0.179006,-1.801533,258.40094,-604.452637,177.229095
11033,0,-0.018171,-0.180284,-1.800923,258.599396,-604.455322,177.220184
11034,0,-0.016928,-0.181321,-1.800989,258.782928,-604.458801,177.216949
11035,0,-0.015976,-0.181877,-1.801531,258.95993,-604.452576,177.201859
11036,0,-0.015172,-0.182264,-1.801876,259.154236,-604.459473,177.199463
11037,0,-0.014588,-0.1833,-1.801422,259.344696,-604.453308,177.204819
11038,0,-0.014191,-0.183921,-1.801795,259.577911,-604.456604,177.212738
11039,0,-0.013194,-0.184935,-1.801747,259.816956,-604.48175,177.223877
11040,0,-0.003592,-0.170221,-1.822707,259.584412,-604.397644,176.87796
11041,0,-0.00272,-0.170094,-1.822716,259.824127,-604.424011,176.87326
11042,0,-0.010933,-0.185664,-1.801422,260.534302,-604.54364,177.23259
11043,0,-0.01023,-0.18598,-1.801322,260.766022,-604.565186,177.240524
11044,0,-0.010428,-0.185903,-1.801354,261.038849,-604.583679,177.258514
11045,0,-0.010522,-0.184501,-1.800879,261.321594,-604.626099,177.270172
11046,0,-0.010353,-0.184003,-1.80109,261.588074,-604.643311,177.274857
11047,0,-0.010512,-0.183651,-1.800678,261.87204,-604.65979,177.284683
11048,0,-0.010476,-0.183187,-1.800221,262.177368,-604.68512,177.289536
11049,0,-0.010388,-0.182283,-1.799897,262.481934,-604.715149,177.310333
11050,0,-0.011092,-0.182272,-1.799484,262.770325,-604.735168,177.327316
11051,0,-0.01111,-0.181566,-1.799132,263.085052,-604.767517,177.334808
11052,0,-0.011107,-0.18015,-1.799996,263.431793,-604.770935,177.351074
11053,0,-0.011841,-0.179793,-1.799654,263.76123,-604.763733,177.354233
11054,0,-0.012432,-0.178805,-1.800531,264.076263,-604.756104,177.338715
11055,0,-0.012667,-0.177614,-1.80093,264.409943,-604.781555,177.330414
11056,0,-0.004227,-0.161292,-1.823036,264.245483,-604.687866,176.977249
11057,0,-0.004243,-0.160599,-1.823252,264.557739,-604.690796,176.970612
11058,0,-0.014006,-0.174396,-1.802101,265.396759,-604.813843,177.322159
11059,0,-0.015647,-0.172904,-1.801907,265.758148,-604.799255,177.293915
11060,0,-0.016886,-0.17221,-1.801935,266.094543,-604.784851,177.271927
11061,0,-0.016729,-0.171882,-1.801953,266.393219,-604.795898,177.257339
11062,0,-0.016747,-0.171473,-1.801513,266.677032,-604.804871,177.239548
11063,0,-0.01638,-0.171555,-1.801819,266.975037,-604.82135,177.218109
11064,0,-0.016715,-0.17179,-1.801913,267.305145,-604.811157,177.202789
11065,0,-0.01745,-0.170693,-1.802456,267.622833,-604.792175,177.192032
11066,0,-0.017692,-0.170856,-1.802291,267.938812,-604.788635,177.183212
11067,0,-0.017249,-0.170559,-1.802736,268.18692,-604.806519,177.162155
11068,0,-0.011455,-0.172448,-1.797575,268.477325,-604.697266,177.28891
11069,0,-0.017301,-0.17013,-1.802504,268.694763,-604.783325,177.152771
11070,0,-0.017259,-0.169759,-1.802964,268.942963,-604.766785,177.134842
11071,0,-0.017719,-0.169795,-1.802236,269.223511,-604.752319,177.130371
11072,0,-0.018559,-0.169682,-1.801955,269.469513,-604.726196,177.130096
11073,0,-0.017443,-0.17007,-1.801983,269.682404,-604.700745,177.134628
11074,0,-0.016774,-0.171051,-1.801096,269.899719,-604.664307,177.128906
11075,0,-0.017077,-0.171324,-1.801416,270.128021,-604.615417,177.120056
11076,0,-0.017122,-0.172288,-1.800869,270.341888,-604.556946,177.142838
11077,0,-0.015945,-0.17319,-1.80118,270.53302,-604.499512,177.160156
11078,0,-0.015795,-0.174009,-1.801285,270.74231,-604.451965,177.168823
11079,0,-0.014389,-0.174931,-1.801502,270.973206,-604.418579,177.175385
11080,0,-0.014022,-0.175853,-1.801659,271.189026,-604.351501,177.187927
11081,0,-0.005711,-0.16313,-1.822032,270.930115,-604.153381,176.850891
11082,0,-0.013249,-0.17923,-1.801605,271.580994,-604.192383,177.209091
11083,0,-0.012303,-0.18039,-1.801297,271.754852,-604.145874,177.22551
11084,0,-0.011199,-0.181532,-1.80136,271.938263,-604.090637,177.248688
11085,0,-0.010481,-0.183166,-1.801832,272.149567,-604.003296,177.263565
11086,0,-0.01003,-0.184125,-1.80203,272.361023,-603.931824,177.269104
11087,0,-0.009819,-0.184625,-1.802093,272.571167,-603.87207,177.282501
11088,0,-0.008729,-0.186042,-1.801624,272.759125,-603.834656,177.302887
11089,0,-0.007424,-0.186994,-1.801914,272.932922,-603.784119,177.324554
11090,0,-0.006283,-0.187697,-1.801908,273.1539,-603.755554,177.318649
11091,0,-0.006224,-0.188077,-1.802416,273.415527,-603.697327,177.312546
11092,0,-0.005862,-0.188789,-1.802359,273.688965,-603.6474,177.329697
11093,0,-0.005705,-0.189918,-1.801759,273.916382,-603.607605,177.34729
11094,0,-0.004862,-0.190071,-1.802076,274.128632,-603.579407,177.334702
11095,0,-0.004895,-0.189898,-1.802007,274.368927,-603.552429,177.314514
11096,0,-0.004148,-0.189758,-1.801957,274.624878,-603.538086,177.297485
11097,0,-0.004576,-0.189416,-1.801542,274.89624,-603.508667,177.307434
11098,0,-0.00465,-0.18939,-1.800997,275.193024,-603.468079,177.297913
11099,0,-0.00436,-0.189212,-1.800541,275.455597,-603.440918,177.27713
11100,0,-0.003704,-0.188685,-1.800112,275.74115,-603.450989,177.241989
11101,0,-0.003519,-0.187538,-1.79997,276.015503,-603.431213,177.241241
11102,0,-0.002586,-0.186954,-1.80058,276.292755,-603.423035,177.231461
11103,0,-0.002491,-0.186149,-1.801362,276.575073,-603.411743,177.221558
11104,0,-0.00263,-0.185672,-1.80087,276.912018,-603.405945,177.213348
11105,0,-0.002994,-0.184076,-1.801477,277.26825,-603.405518,177.207062
11106,0,0.005437,-0.16825,-1.823209,277.100555,-603.262268,176.833054
11107,0,-0.004354,-0.183316,-1.8015,277.883881,-603.367188,177.180725
11108,0,-0.003893,-0.182165,-1.801533,278.180023,-603.377686,177.157761
11109,0,-0.004649,-0.181193,-1.801478,278.504425,-603.3797,177.138626
11110,0,-0.005314,-0.179819,-1.800728,278.846039,-603.343079,177.12532
11111,0,-0.005743,-0.179533,-1.801023,279.16272,-603.30249,177.113495
11112,0,-0.006007,-0.178955,-1.800908,279.473938,-603.289124,177.104645
11113,0,-0.005076,-0.177834,-1.80179,279.78479,-603.293579,177.090744
11114,0,-0.006234,-0.177305,-1.80135,280.130737,-603.249329,177.097046
11115,0,-0.006634,-0.17659,-1.801549,280.459991,-603.178528,177.093613
11116,0,-0.007256,-0.176289,-1.802108,280.786194,-603.109436,177.113144
11117,0,-0.007833,-0.175557,-1.802094,281.114685,-603.067017,177.111435
11118,0,-0.007785,-0.174549,-1.802633,281.433746,-603.030273,177.097565
11119,0,-0.008745,-0.174185,-1.802325,281.735718,-602.954895,177.095673
11120,0,-0.009046,-0.17443,-1.802592,282.038788,-602.86261,177.104553
11121,0,-0.009523,-0.174674,-1.802232,282.310669,-602.80127,177.10495
11122,0,-0.008969,-0.17477,-1.802288,282.589569,-602.752441,177.100357
11123,0,-0.009216,-0.17451,-1.802638,282.883698,-602.699036,177.078308
11124,0,-0.009211,-0.17441,-1.803043,283.174805,-602.610962,177.068726
11125,0,-0.009784,-0.175563,-1.802872,283.444916,-602.504333,177.078232
11126,0,-0.000589,-0.160299,-1.824512,283.220795,-602.303467,176.715363
11127,0,-0.008535,-0.176606,-1.80269,283.919067,-602.355835,177.091934
11128,0,-0.007746,-0.176691,-1.802956,284.143433,-602.281677,177.091339
11129,0,-0.007489,-0.177448,-1.802322,284.383575,-602.188721,177.0923
11130,0,-0.008195,-0.178105,-1.802393,284.624268,-602.058716,177.089676
11131,0,-0.007536,-0.178798,-1.802619,284.823059,-601.949768,177.094803
11132,0,-0.006252,-0.179587,-1.802726,285.027557,-601.884033,177.105484
11133,0,-0.005228,-0.180264,-1.802453,285.22171,-601.819031,177.10141
11134,0,-0.004096,-0.181249,-1.802973,285.398041,-601.70575,177.121704
11135,0,-0.004033,-0.182844,-1.803028,285.614838,-601.586792,177.140045
11136,0,-0.003607,-0.183343,-1.802743,285.851318,-601.474365,177.149628
11137,0,0.003009,-0.186656,-1.797736,286.101013,-601.299316,177.275665
11138,0,0.003928,-0.187507,-1.797748,286.277802,-601.223938,177.289581
11139,0,-0.000851,-0.186981,-1.802068,286.414459,-601.233826,177.174118
11140,0,-0.000144,-0.188402,-1.802401,286.613251,-601.140015,177.192902
11141,0,0.000237,-0.188657,-1.802848,286.854156,-601.078369,177.181717
11142,0,0.000514,-0.189245,-1.802627,287.132568,-601.023254,177.165009
11143,0,0.001842,-0.190151,-1.802385,287.367218,-600.950073,177.158813
11144,0,0.002956,-0.191402,-1.802021,287.56662,-600.847778,177.175186
11145,0,0.002831,-0.192387,-1.802324,287.782043,-600.770935,177.174591
11146,0,0.004116,-0.192434,-1.801945,288.056976,-600.706604,177.158417
11147,0,0.004389,-0.192253,-1.801526,288.340363,-600.648254,177.158249
11148,0,0.004253,-0.19233,-1.801261,288.612366,-600.57135,177.164658
11149,0,0.004274,-0.192408,-1.801524,288.871399,-600.470886,177.175583
11150,0,0.005356,-0.19258,-1.801876,289.149292,-600.400208,177.168686
11151,0,0.003988,-0.191977,-1.801258,289.461487,-600.337769,177.16095
11152,0,0.004461,-0.191472,-1.801453,289.744293,-600.286804,177.159958
11153,0,0.005261,-0.190942,-1.8018,290.026489,-600.231995,177.175766
11154,0,0.005135,-0.190132,-1.802221,290.333588,-600.152954,177.17572
11155,0,0.005229,-0.189447,-1.802579,290.654755,-600.068787,177.153488
11156,0,0.004754,-0.189279,-1.802707,290.959625,-600.006958,177.129868
11157,0,0.005489,-0.188774,-1.802486,291.229462,-599.984863,177.127045
11158,0,0.006488,-0.188122,-1.80273,291.452148,-599.957642,177.11412
11159,0,0.00629,-0.18726,-1.803158,291.769623,-599.904785,177.106354
11160,0,0.004689,-0.186208,-1.802853,292.111542,-599.840149,177.070938
11161,0,0.00462,-0.184632,-1.80374,292.413116,-599.797363,177.030457
11162,0,0.005307,-0.184327,-1.804008,292.661682,-599.801453,176.997757
11163,0,-0.007454,-0.202104,-1.775772,293.279724,-600.111328,177.214188
11164,0,0.00537,-0.183031,-1.80416,293.17627,-599.785767,176.922791
11165,0,0.005822,-0.182195,-1.804175,293.46875,-599.762573,176.881668
11166,0,0.005347,-0.181675,-1.804482,293.741241,-599.737793,176.829361
11167,0,0.005968,-0.180979,-1.804189,294.013,-599.709656,176.788849
11168,0,0.005909,-0.18111,-1.803906,294.296051,-599.6828,176.734161
11169,0,0.005949,-0.180733,-1.803496,294.572113,-599.658813,176.698059
11170,0,0.005132,-0.179834,-1.803132,294.845154,-599.605713,176.648087
11171,0,0.00506,-0.179772,-1.801811,295.16803,-599.539551,176.60733
11172,0,0.003343,-0.179287,-1.8012,295.49118,-599.424683,176.569046
11173,0,0.002851,-0.179348,-1.801126,295.806488,-599.32019,176.542007
11174,0,0.002717,-0.179048,-1.800733,296.099884,-599.238831,176.512863
11175,0,0.003332,-0.178881,-1.800779,296.384094,-599.153564,176.471054
11176,0,0.003162,-0.178358,-1.800627,296.683685,-599.01709,176.437653
11177,0,0.001479,-0.178412,-1.799857,297.043518,-598.827576,176.421539
11178,0,-0.000296,-0.17872,-1.799939,297.389648,-598.641602,176.413132
11179,0,-0.000125,-0.179024,-1.800082,297.683075,-598.479614,176.402191
11180,0,-0.000039,-0.179396,-1.800577,297.951508,-598.352356,176.408844
11181,0,0.000751,-0.179435,-1.801507,298.218414,-598.184265,176.414627
11182,0,0.000389,-0.180797,-1.801348,298.529938,-597.987305,176.446335
11183,0,-0.000677,-0.181065,-1.802244,298.825104,-597.786072,176.446228
11184,0,-0.001134,-0.182307,-1.802678,299.136475,-597.588501,176.484665
11185,0,-0.00183,-0.182794,-1.803091,299.412231,-597.404724,176.517776
11186,0,-0.001162,-0.184253,-1.803041,299.684296,-597.198059,176.569077
11187,0,-0.000449,-0.185317,-1.803919,299.985718,-596.972656,176.609085
11188,0,-0.000041,-0.185891,-1.804516,300.28479,-596.743713,176.63472
11189,0,-0.000913,-0.187247,-1.804692,300.605988,-596.525085,176.724197
11190,0,-0.000897,-0.187754,-1.805003,300.901001,-596.299988,176.810516
11191,0,-0.000635,-0.189219,-1.805301,301.15564,-596.094543,176.868942
11192,0,0.000236,-0.190543,-1.805515,301.446594,-595.881653,176.919037
11193,0,0.000608,-0.191725,-1.805486,301.731384,-595.674072,176.977493
11194,0,0.00067,-0.192509,-1.805533,302.0354,-595.46637,177.041946
11195,0,0.001313,-0.193957,-1.804857,302.308563,-595.285706,177.094147
11196,0,0.01024,-0.179546,-1.82507,302.07785,-595.029053,176.782486
11197,0,0.004073,-0.195219,-1.803942,302.729095,-595.004211,177.174927
11198,0,0.005898,-0.195915,-1.803798,302.947144,-594.86261,177.236908
11199,0,0.007025,-0.195997,-1.804134,303.215027,-594.736023,177.265823
11200,0,0.007966,-0.196166,-1.804116,303.466431,-594.615601,177.263397
11201,0,0.009358,-0.19623,-1.80293,303.718475,-594.523315,177.295074
11202,0,0.010715,-0.196283,-1.80286,303.928101,-594.437805,177.318039
11203,0,0.012622,-0.196212,-1.802087,304.132294,-594.358032,177.323853
11204,0,0.014286,-0.195504,-1.802219,304.366272,-594.29248,177.30928
11205,0,0.01515,-0.194734,-1.801904,304.637268,-594.22345,177.306473
11206,0,0.016124,-0.194111,-1.801744,304.916199,-594.133545,177.308777
11207,0,0.017202,-0.193486,-1.80184,305.175415,-594.059448,177.291367
11208,0,0.019498,-0.192755,-1.801865,305.414307,-593.999817,177.256363
11209,0,0.029595,-0.176675,-1.82264,305.227814,-593.834412,176.875839
11210,0,0.021962,-0.190726,-1.801164,306.034088,-593.856506,177.210587
11211,0,0.021015,-0.190188,-1.800467,306.372589,-593.757568,177.177536
11212,0,0.021951,-0.189323,-1.800088,306.68866,-593.679321,177.131699
11213,0,0.022583,-0.18833,-1.800088,306.989227,-593.589966,177.105438
11214,0,0.023299,-0.188192,-1.800106,307.300171,-593.475708,177.061737
11215,0,0.022605,-0.187644,-1.799368,307.699585,-593.35199,177.026764
11216,0,0.022488,-0.186283,-1.7988,308.123657,-593.214478,176.982391
11217,0,0.021978,-0.185366,-1.79878,308.546692,-593.072388,176.953415
11218,0,0.021519,-0.184459,-1.799041,308.913544,-592.902283,176.935501
11219,0,0.022204,-0.183983,-1.799565,309.231598,-592.745361,176.924591
11220,0,0.02176,-0.182525,-1.800221,309.627167,-592.564575,176.908875
11221,0,0.020202,-0.181857,-1.800531,310.060608,-592.347717,176.883789
11222,0,0.019912,-0.181126,-1.801155,310.447601,-592.120056,176.864655
11223,0,0.019138,-0.181947,-1.801065,310.787659,-591.913818,176.876236
11224,0,0.018534,-0.18198,-1.801694,311.110168,-591.697327,176.893127
11225,0,0.017824,-0.181961,-1.802843,311.487366,-591.451721,176.915329
11226,0,0.016296,-0.181639,-1.802452,311.886383,-591.186462,176.938553
11227,0,0.015308,-0.181267,-1.801855,312.268433,-590.927979,176.970963
11228,0,0.013493,-0.181319,-1.802693,312.621246,-590.652832,177.018524
11229,0,0.013313,-0.181633,-1.803204,312.898804,-590.418823,177.071335
11230,0,0.019302,-0.184251,-1.798581,313.222412,-590.087402,177.231766
11231,0,0.012405,-0.182139,-1.803696,313.53006,-589.940979,177.126907
11232,0,0.010777,-0.182725,-1.804096,313.828156,-589.683838,177.17099
11233,0,0.01087,-0.183014,-1.804505,314.055939,-589.498535,177.211594
11234,0,0.020703,-0.16924,-1.825438,313.795959,-589.214478,176.910782
11235,0,0.011658,-0.184827,-1.805012,314.528198,-589.110352,177.318649
11236,0,0.01173,-0.18595,-1.804911,314.789673,-588.903931,177.351471
11237,0,0.012295,-0.186053,-1.805446,315.015778,-588.731506,177.37793
11238,0,0.01239,-0.187121,-1.805393,315.217041,-588.567322,177.396057
11239,0,0.014006,-0.187411,-1.805136,315.399628,-588.406006,177.415878
11240,0,0.014093,-0.188319,-1.804708,315.64679,-588.210693,177.426575
11241,0,0.02229,-0.174062,-1.825445,315.473877,-587.883057,177.057037
11242,0,0.013957,-0.189695,-1.804448,316.192261,-587.789978,177.397354
11243,0,0.014483,-0.189735,-1.804063,316.404663,-587.629639,177.368896
11244,0,0.015388,-0.190097,-1.802936,316.630829,-587.437927,177.32579
11245,0,0.014319,-0.19067,-1.801794,316.936401,-587.213074,177.280533
11246,0,0.01487,-0.191214,-1.800943,317.236023,-586.984314,177.23288
11247,0,0.01496,-0.192036,-1.801308,317.525208,-586.771484,177.171982
11248,0,0.015864,-0.192179,-1.801076,317.808929,-586.563171,177.14035
11249,0,0.01788,-0.193067,-1.801114,318.115173,-586.331604,177.093185
11250,0,0.01733,-0.193494,-1.800739,318.453186,-586.082642,177.013931
11251,0,0.016858,-0.194,-1.800995,318.794891,-585.827881,176.949158
11252,0,0.016711,-0.194771,-1.801371,319.113922,-585.588196,176.910751
11253,0,0.018162,-0.194777,-1.801438,319.403992,-585.384644,176.871292
11254,0,0.018574,-0.194797,-1.801475,319.728271,-585.153137,176.849045
11255,0,0.018409,-0.194215,-1.801708,320.115448,-584.88031,176.813766
11256,0,0.018267,-0.194056,-1.802909,320.449249,-584.610413,176.777008
11257,0,0.019227,-0.193311,-1.804348,320.745605,-584.392456,176.797897
11258,0,0.021054,-0.193618,-1.805302,321.000916,-584.202209,176.811035
11259,0,0.021544,-0.193081,-1.805342,321.341827,-583.986389,176.805435
11260,0,0.022339,-0.193513,-1.805971,321.696777,-583.734741,176.813522
